,loss,val_loss
0,0.7540848851203918,0.7782880663871765
1,0.5645059943199158,0.7781097888946533
2,0.5077976584434509,1.1948401927947998
3,0.46251943707466125,1.4386565685272217
4,0.4246990978717804,1.4074251651763916
5,0.38413751125335693,1.3197636604309082
6,0.33927246928215027,1.2390458583831787
7,0.29590529203414917,1.1933436393737793
8,0.25967973470687866,1.2005274295806885
9,0.22952061891555786,1.1902483701705933
10,0.2197800576686859,1.2362796068191528
11,0.20709341764450073,1.322585105895996
12,0.19810861349105835,1.116736888885498
13,0.19465968012809753,0.6669113039970398
14,0.1934368908405304,0.500410795211792
15,0.18887923657894135,0.4359744191169739
16,0.18938671052455902,0.38953763246536255
17,0.18755999207496643,0.34363609552383423
18,0.18595002591609955,0.3086647093296051
19,0.18504157662391663,0.2812739312648773
20,0.17898085713386536,0.2638764977455139
21,0.18282125890254974,0.2286221981048584
22,0.18062171339988708,0.24298754334449768
23,0.18228639662265778,0.2667984664440155
24,0.17585115134716034,0.2334006130695343
25,0.1785254329442978,0.2562529444694519
26,0.17667576670646667,0.25281190872192383
27,0.17713002860546112,0.234267920255661
28,0.17400208115577698,0.24605870246887207
29,0.17899172008037567,0.22254392504692078
30,0.1727684587240219,0.24886870384216309
31,0.17411915957927704,0.24379903078079224
32,0.1740790754556656,0.2550821602344513
33,0.1724492609500885,0.24091202020645142
34,0.1696423590183258,0.2474665641784668
35,0.1709781289100647,0.25253477692604065
36,0.17333194613456726,0.24914011359214783
37,0.17005974054336548,0.24529480934143066
38,0.17096829414367676,0.25426381826400757
39,0.1745493859052658,0.2540489137172699
40,0.16762124001979828,0.242186039686203
41,0.1654140055179596,0.21570563316345215
42,0.16180729866027832,0.24066096544265747
43,0.16408661007881165,0.23249652981758118
44,0.1636330634355545,0.2512342929840088
45,0.1600622981786728,0.23543965816497803
46,0.16192223131656647,0.24522054195404053
47,0.15912920236587524,0.2293386161327362
48,0.16201479732990265,0.22600269317626953
49,0.15923143923282623,0.23586928844451904
50,0.15811902284622192,0.21549823880195618
51,0.15703372657299042,0.2604706585407257
52,0.1601150780916214,0.2334561049938202
53,0.16150227189064026,0.24115675687789917
54,0.15720577538013458,0.23267653584480286
55,0.15577112138271332,0.22186219692230225
56,0.15952131152153015,0.24473506212234497
57,0.1578799933195114,0.2323291301727295
58,0.16063284873962402,0.2199873924255371
59,0.1577046662569046,0.22077611088752747
60,0.15528558194637299,0.22197136282920837
61,0.15923663973808289,0.2288329005241394
62,0.1543419063091278,0.21556830406188965
63,0.15526920557022095,0.241834819316864
64,0.15551644563674927,0.21409794688224792
65,0.15503782033920288,0.2321178913116455
66,0.15849176049232483,0.22441762685775757
67,0.15607644617557526,0.2207488715648651
68,0.154090017080307,0.2179414927959442
